near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,objectid,blkgrp,block,geoid,geoid10,aland10,awater10,total_pop,total_pop_one_race,pop_white,pop_black,pop_native,pop_asian,pop_pacific_islander,pop_other_race,pop_black_other,pop_native_other,pop_asian_other,pop_pacific_islander_other,pop_hispanic,pop_white_non_hispanic,pop_non_hispanic_black,pop_non_hispanic_native,pop_non_hispanic_asian,pop_non_hispanic_pacific_islander,pop_non_hispanic_other,pop_non_hispanic_black_other,pop_non_hispanic_native_other,pop_non_hispanic_asian_other,pop_non_hispanic_pacific_islander_other,adult_total_pop,adult_pop_white,adult_pop_black,adult_pop_native,adult_pop_asian,adult_pop_pacific_islander,adult_pop_other_race,adult_pop_black_other,adult_pop_native_other,adult_pop_asian_other,adult_pop_pacific_islander_other,adult_pop_hispanic,adult_pop_white_non_hispanic,adult_pop_non_hispanic_black,adult_pop_non_hispanic_native,adult_pop_non_hispanic_asian,adult_pop_non_hispanic_pacific_islander,adult_pop_non_hispanic_other,adult_pop_non_hispanic_black_other,adult_pop_non_hispanic_native_other,adult_pop_non_hispanic_asian_other,adult_pop_non_hispanic_pacific_islander_other,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,acres,shape_length,shape_area,sqmiles,geography
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,6153,0108002,2014,110010108002014,110010108002014,23193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73058244,628.9135588754991,23190.844339415973,0.00895404,0103000020E61000000100000012000000D04F3977A74253C041984BC19C724340EF315BB1AB4253C096AED8E29C7243406D4085CAAB4253C01ABF55A098724340B4B4EFBDAB4253C07D61ECB68D7243401A51EFBDAB4253C0148742C279724340389D27079F4253C0165542C2797243409146C514984253C0E8266DDB79724340E0AE17C3884253C0DDAC6CDB7972434089E16AAE864253C0F19FFBFC797243406169CEB6864253C05C7DDF0C80724340B5C307A6864253C0B71574E189724340767C08A6864253C0D9091948997243407978A49D864253C029F8BD9F9C724340AE6E61668B4253C0487321A89C724340458A1697964253C036EA20A89C724340D874CA0B9C4253C0EBEC85B09C7243404D5B06B7A14253C0878ABD9F9C724340D04F3977A74253C041984BC19C724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,6154,0108002,2015,110010108002015,110010108002015,31673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82574121,719.1628383144873,31669.651061049663,0.01222772,0103000020E6100000010000001A000000EF315BB1AB4253C096AED8E29C724340E2E2065DAE4253C0B5CD75DA9C724340F6FF816DB04253C09DAEAEC99C7243402873FFAEBB4253C0C2BD20A89C724340CAA6AC38C14253C05D54F68E9C72434042361266C64253C012D8F68E9C72434080346A48C84253C09EEF20A89C724340D5403944C84253C0B896B73F99724340A3583944C84253C015F46C55947243401AB3A337C84253C04DC5FC5E8C7243401EAAC665C84253C00073F2867D72434031C45B72C84253C05EB13230747243402F2646B1C84253C003E87FAF6A7243408D3046B1C84253C0D7F55B0C67724340357614ADC84253C09282423266724340D1ACB78FC84253C046D72BFC6272434085EBCD50C84253C01679FCEB5E724340AF6453CBC24253C0CFE98A0D5F72434052FC0CBDB14253C051728A0D5F724340779576F4AB4253C01589D1695F724340CFF6BDB9AB4253C049CF900463724340A3C28CB5AB4253C0A36BE8456F7243401A51EFBDAB4253C0148742C279724340B4B4EFBDAB4253C07D61ECB68D7243406D4085CAAB4253C01ABF55A098724340EF315BB1AB4253C096AED8E29C724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,6155,0108002,2016,110010108002016,110010108002016,21343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2734452,630.8729314690896,21340.875575156428,0.00823976,0103000020E6100000010000001F000000CC64ADF9DD4253C078D0D8E29C72434015E461F9DF4253C082AA90B49D724340FD6E61F9DF4253C02DA59B65987243405DADF705E04253C0F984B755927243407C9593FDDF4253C0ED1E05288F7243400F35F705E04253C08B8BDF498D724340C3E94C38E04253C07F151B748B724340069E6090E04253C0C32FBCA68972434091AF020AE14253C000B486F287724340E51301A1E14253C0E0A6A67086724340C945E222E34253C0A58B9E1083724340791F1EC2E44253C0EBA6A61D80724340B91A62D7E24253C0813D8F7E7D724340BE1CD97BDD4253C02FD402737672434077C5B6D8D94253C0258A19287272434057A5EA5BD24253C0061EF3F669724340E90AA9A3CF4253C04B655D0C6772434085EBCD50C84253C01679FCEB5E724340D1ACB78FC84253C046D72BFC62724340357614ADC84253C092824232667243408D3046B1C84253C0D7F55B0C677243402F2646B1C84253C003E87FAF6A72434031C45B72C84253C05EB13230747243401EAAC665C84253C00073F2867D7243401AB3A337C84253C04DC5FC5E8C724340A3583944C84253C015F46C5594724340D5403944C84253C0B896B73F9972434080346A48C84253C09EEF20A89C724340774D807ECB4253C06C4E76DA9C724340B6BE0608D24253C00E97E7B89C724340CC64ADF9DD4253C078D0D8E29C724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,6159,0108002,2020,110010108002020,110010108002020,11488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83849193,454.3966421324727,11486.96929428647,0.00443514,0103000020E6100000010000001A000000C945E222E34253C0A58B9E1083724340E51301A1E14253C0E0A6A6708672434091AF020AE14253C000B486F287724340069E6090E04253C0C32FBCA689724340C3E94C38E04253C07F151B748B7243400F35F705E04253C08B8BDF498D7243407C9593FDDF4253C0ED1E05288F7243405DADF705E04253C0F984B75592724340FD6E61F9DF4253C02DA59B659872434015E461F9DF4253C082AA90B49D72434049760DA5E24253C0C9C762C99E72434071E1207EEA4253C0231EED46A1724340BD063F08ED4253C07D67C05BA2724340BB1E55A7EF4253C0BBECD835A37243400AE29C4AF24253C0CE3A3BD5A37243409F51EB06F64253C01D48AC4AA4724340230EFEF5F64253C0CB349F74A472434036387734FA4253C0A69C2B96A472434053AA8DD3FC4253C0EE9081C8A4724340A773BFD7FC4253C0034022FBA27243404E14C0D7FC4253C03DB28B799F724340831D23E0FC4253C0046443F899724340CC7A85EFE94253C06EA1523E86724340B5F19A3BE64253C09B685A1D82724340791F1EC2E44253C0EBA6A61D80724340C945E222E34253C0A58B9E1083724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,6160,0108002,2021,110010108002021,110010108002021,7384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82458657,427.11838203901095,7383.839858645247,0.00285092,0103000020E6100000010000000B000000779576F4AB4253C01589D1695F72434052FC0CBDB14253C051728A0D5F724340AF6453CBC24253C0CFE98A0D5F72434085EBCD50C84253C01679FCEB5E724340EDF19EA9C34253C0296E6A3C5A724340992652D2AF4253C0479650D24572434038B19B69AE4253C0B0DE6F50447243409C0E3D05AC4253C030171E59427243405A8D361AAC4253C099FDA13247724340EA12D311AC4253C00CA6582B5C724340779576F4AB4253C01589D1695F724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,6161,0108002,2022,110010108002022,110010108002022,28706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09268203,669.6484069393098,28703.06583999862,0.01108232,0103000020E61000000100000017000000AD9A6BAE864253C0EAC135725F724340C92874E0884253C0BEBEFB825F72434076CF3CEA9B4253C054C718C65F72434080FC41A9A94253C001BB5F8B5F724340779576F4AB4253C01589D1695F724340EA12D311AC4253C00CA6582B5C7243405A8D361AAC4253C099FDA132477243409C0E3D05AC4253C030171E5942724340AFF0B9A0AA4253C089D9E73B417243401E48586AA94253C0D3324E1640724340DEC93724A14253C0AFBB362437724340649BE8959E4253C076FE752034724340C6F7F0E99D4253C0915808143372434072FB78899D4253C07AA2979E327243409CEBCF249D4253C0FE938831327243406D76F3BB9C4253C04703E0CC317243409B8AE64E9C4253C06F6EFC7831724340DEFEA6DD9B4253C0FD207E2D31724340C35E36689B4253C0B57961EA30724340136EC5F29A4253C06DAE0CB8307243401D0524799A4253C046137E96307243409787F1E4864253C0E0737E9630724340AD9A6BAE864253C0EAC135725F724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,6162,0108002,2023,110010108002023,110010108002023,17417,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4.30330388,572.8483036878055,17414.85292528893,0.00672391,0103000020E6100000010000001000000089E16AAE864253C0F19FFBFC79724340E0AE17C3884253C0DDAC6CDB797243409146C514984253C0E8266DDB79724340389D27079F4253C0165542C2797243401A51EFBDAB4253C0148742C279724340A3C28CB5AB4253C0A36BE8456F724340CFF6BDB9AB4253C049CF900463724340779576F4AB4253C01589D1695F72434080FC41A9A94253C001BB5F8B5F72434076CF3CEA9B4253C054C718C65F724340C92874E0884253C0BEBEFB825F724340AD9A6BAE864253C0EAC135725F724340BA736AAE864253C01DEBDA326272434034B438AA864253C0E379F30C637243404ED407A6864253C043E6515B6C72434089E16AAE864253C0F19FFBFC79724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,6219,0108003,3009,110010108003009,110010108003009,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28837324,179.45617731768013,1167.0051136877978,0.00045058,0103000020E6100000010000000A0000004E14C0D7FC4253C03DB28B799F724340A773BFD7FC4253C0034022FBA272434053AA8DD3FC4253C0EE9081C8A472434062B88B01FE4253C08E0D48D9A472434096E687C6FF4253C023DF3803A57243401D3821EC004353C0D729B84EA5724340E2C5B210094353C006016EB7A6724340A7961F6D084353C0E1E4A70FA6724340831D23E0FC4253C0046443F8997243404E14C0D7FC4253C03DB28B799F724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,000100,NEAR NORTHWEST,171,0001004,4049,110010001004049,110010001004049,0,93746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16285433,1789.0525190883789,93736.74581795474,0.03619196,0103000020E6100000010000003F000000B008FDA8AB4353C0ABB16CAE1C734340FBA40394AB4353C018CDF8661D73434028B4EDD2AB4353C0E0BC69DC1D734340CB28342FAC4353C0338DB0381E734340AA2A8961AC4353C0A755AECF1E734340050EBB65AC4353C0BC0CAE661F7343409D7CC250AC4353C06B8BBA6A207343408274022BAC4353C04E2B7E12217343405AB04205AC4353C0E9326ED32173434032E88ACAAB4353C03DDC89AD22734340E4FD5244AB4353C0BAC213FD23734340F5D413D3AA4353C07AD9763325734340C998B9FCAC4353C0F0B1B68228734340B93D7D62C24353C05C0C9E3D197343409B824CFFB74353C053C59517E2724340157528F3B44353C0FD64F8D08772434064D44086B34353C01991FCA76472434097B92A50B04353C06FA834614472434019966D34A54353C01FF7482E4872434029C4B181994353C08EA35C924C72434036E4523F944353C003DC3C144E724340EDD56797944353C040591AC4507243409B1ACA14984353C00F77698F607243401A226D8E984353C022863AD2627243404314936C9A4353C0023C28146B724340C6878DC89C4353C093F465E4757243404CC5A2209D4353C0FF1AB9447772434060CC53709D4353C075B20AA5787243401E8952079E4353C0190F126E7B72434099CE898D9E4353C077CCE1477E724340231674CC9E4353C0FF6D98B07F724340E6DFB23D9F4353C039A0CA928272434081C996919F4353C08FFC8CFF84724340AAEC1DC89F4353C0DA914ED58672434063E071FA9F4353C04CBB75B3887243404D32554EA04353C03A5FC36F8C724340D794A295A04353C0DD7F102C9072434036CA5AD0A04353C041535EE89372434040D3B6EDA04353C0728865B196724340EA31130BA14353C061B6408F9A7243407B6ADA1BA14353C04763085CA07243409F4E7713A14353C0ED71CB5FA37243403B1C130BA14353C0B3AB7F58B87243401C531AF6A04353C0CC4197E1C172434066D58CD4A04353C089BCD08CC7724340B5826324A04353C008548C22ED72434060384FCC9F4353C06AD0D8B2FE724340470CDDED9F4353C0DCDFEFBA00734340CC4C6B0FA04353C02C4BD3A501734340BEB24D63A04353C0B1F3BF9403734340DECBD499A04353C02BEAD96E0473434002965BD0A04353C0038E6627057343400E6AA917A14353C0AF322DCF0573434083227D95A14353C00963B71E077343401EFE66D4A14353C03FD38B9C077343406A236D56A24353C015FC6C8708734340C8951C3DA34353C04833A33B0A734340946CC7A1A34353C0820DF7040B7343407DEACC23A44353C0D5D5398F0C734340C0010F45A64353C007BE4E5C10734340EDAF76FDA74353C07174FE201473434075E81F62A84353C058452AA313734340B008FDA8AB4353C0ABB16CAE1C734340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,4023,0062021,1051,110010062021051,110010062021051,5443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34487163,670.3822099399755,5442.502395900366,0.00210136,0103000020E6100000010000002F00000042B4BBC6534353C0F9FD7A77AD72434021EE47F4574353C022D95FCBAD724340A57405B1584353C06142C2D3AD724340D08EB318614353C002AADCADAE7243408576A107634353C08C636BCFAE72434091F8D88D634353C0002331E0AE72434001903442644353C0CDE894E8AE724340F16FFE02664353C05CBCE91AAF7243405E7960A2664353C0DC3A4C23AF724340AFD8160B684353C0E4FD4D23AF724340747AF00A694353C0242FEA1AAF7243402321BD9D694353C0038ABE01AF724340862C00BF6B4353C021899551AE724340CBF6F76A6C4353C0C17B7A0EAE7243406FE145906F4353C077FA13F7A1724340363FF7DF6F4353C0FA9DC296A07243405739FF336F4353C00572095CA0724340B1F3D7EC6D4353C0F44EEE18A072434036E9A0CF6C4353C06F8BED18A0724340F9CA00BF6B4353C0B0B27A3AA0724340B27341026B4353C046E63375A07243401A868B99694353C0568BC02DA1724340ACE2470F684353C0D0235A53A27243404EFF445F664353C0251FA146A37243409A051796644353C07D798E9EA47243407646A107634353C0D7D961B3A572434009B8423A614353C006C7FBD8A672434020DC21475F4353C0933407DDA77243401E7557865D4353C0FF684DD0A8724340C1D48CC55B4353C091567680A97243409CAF9E6D5A4353C0BEA2E6F5A97243400C39DA2E594353C00BE22B52AA724340D1004109584353C0A9854895AA7243408D0B497F544353C0FAFEF1F9AA724340CC779CD3514353C08890E323AB724340348CF959514353C0A547811BAB7243407CD2CFA9504353C03CD8462CAB724340883D22B74B4353C0CC828EF1AA724340BC24CC693B4353C080F29E30AA724340F67B1B3C384353C0B4190339AA724340D3462834354353C05846CB49AA724340EDC92834354353C01E66C60EAC7243409BB2F72F354353C04596A690AD724340ADD6CD693B4353C0014A0A99AD724340E554A7A6494353C0CA66186FAD724340C7A371BA514353C0CDD5515EAD72434042B4BBC6534353C0F9FD7A77AD724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,4024,0062021,1052,110010062021052,110010062021052,13060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22675003,771.4758641744298,13058.194095467572,0.0050418,0103000020E610000001000000540000006FE145906F4353C077FA13F7A1724340CBF6F76A6C4353C0C17B7A0EAE72434028697F0A6C4353C0EA7AF887AF72434045DA5413694353C0F0D542C5BA72434088138BBB664353C0317DD86BC372434045CCCCFE654353C04F002AFAC5724340BD306374654353C04A127BF1C7724340CB305085644353C07F551073CB724340E161C3CC634353C0F1DFC209CE724340DA86BEB3624353C094550DF4D27243406A130D64624353C097EBEC75D4724340AAB080AB614353C03FF53932D8724340EA50D746614353C09A752821DA724340D802F4F2604353C08DE930EADC724340FB6FA7AB604353C019004789DF7243407E7D1F75604353C0A21D6A2CE3724340FE4BF65B604353C0BDE1C790E5724340D337614F604353C0A878993CE77243405EF15F4F604353C0875F3027EA7243406AF7C357604353C0B620811EEC724340340F4B8E604353C07B2077D6F07243404412F4F2604353C04425FDEAF37243405D5EE51C614353C03E6E7B64F572434044265E7D614353C035147557F872434095EC991C634353C081479FC3FE72434043E691C8634353C0F6457FDC007343408B566CC8644353C0FD45CD0104734340488592A6664353C057D3B44C0873434061AAD117674353C03D181C900673434062C164BB674353C0056020CB04734340918DB302684353C0E2FBBE2B047343406234C75A684353C09D175C8C0373434043471189674353C0A84C54C300734340900CED5A674353C014D1552C007343402DB84AE1664353C05F851F78FE724340AEF386A2654353C0D892D75FF8724340DCB95B89654353C018E776C0F77243406CB48EF6644353C0F5D364C5F2724340279B33D9644353C05446F88AF07243403AFA6BC8644353C0D13E26DFEE724340C210D0D0644353C0CB61D27EED724340F35FB90F654353C08B207783EA72434071C74731654353C058154FA5E87243409CB2D552654353C054D6D32BE7724340F381CE67654353C06AFB3706E672434051E54CB3654353C036C12FD4E37243405D9D05EE654353C08D76078DE27243402C8E5335664353C0BE555124E172434031797391674353C0A95ADE89DB7243407A58F3DC674353C05AEF0A75DA7243407831014A684353C0854A1C1DD9724340D43A5BFE684353C030545847D772434030A82891694353C06AA82493D5724340866EF5236A4353C0E0BC4311D4724340CC1F9F886A4353C07D9F9B15D3724340941DDEF96A4353C057F8F219D2724340BA2932C36B4353C0B6AEA222D07243403EB4DB276C4353C082713116CF724340A9AAE9946C4353C04962502BCE724340E282E6C26D4353C0041E0F73CB7243403F5A25346E4353C055E7CA7FCA724340AF82A47F6E4353C05385A0CFC9724340522D1DE06E4353C008414D06C9724340B345A9986F4353C098417C5AC7724340DFB621F96F4353C028193767C67243409CDE926E704353C0E0D5C75AC572434015B4181A744353C0448C5A36BC724340AB5EBB93744353C0BC93EC29BB724340E9A033F4744353C02FBD6C47BA72434021B73876754353C018704500B97243409784EAC5754353C0523175BDB67243400C8B7E69764353C0B7A9531AB3724340E231CCB0764353C074DD39A9B1724340CFE3F6C9764353C02BF0A0ECAF7243409F0F5AD2764353C00FAEBF6AAE72434054EFD39B764353C0CEF2D3E4AB72434016304D65764353C012D4D6B6AA724340FFE014DF754353C05E8E23B7A872434085AB6BE3744353C073213631A672434092A2A0B9734353C036B7B920A4724340F9032440724353C00348BE5BA272434035E1D1DF704353C0E4DB5D25A1724340363FF7DF6F4353C0FA9DC296A07243406FE145906F4353C077FA13F7A1724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,4027,0062021,1055,110010062021055,110010062021055,80588,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,19.91162428,1193.0859797555308,80579.48459423785,0.03111191,0103000020E61000000100000045000000883D22B74B4353C0CC828EF1AA7243408540C9A8574353C0CA788728A872434025C504BD5C4353C0C236F0D4A5724340152585E65F4353C063CD3AD5A3724340D9B9F9E9644353C049871C049F724340E1F9435F664353C0D2DB911D9D724340995D3AA2674353C042F522E39A724340754D696B694353C0E9A31EEC967243404F67DAE0694353C0034D3D6A957243408C7C66996A4353C0B05E9B1292724340197117E96A4353C00F455A5A8F72434037EE79F16A4353C03BBF86458E72434090462B416B4353C061A9475F8A7243401806DFF96A4353C0AFFAFF468472434055D951416A4353C0650AAA587E72434037CD1B8D684353C0D3B4A03C75724340D4BD8E6B684353C0CB94416F7372434042AF81FE674353C05E9B548071724340CAD77391674353C0DBE7C45E71724340FCDA3070654353C0FCE4AB84707243406E37870B654353C03BEC55527072434051A6B4F6634353C0A5E68FAA6F724340B38EAA5B624353C0994A209E6E724340C130D746614353C0B81406C46D724340B27E663A604353C04846C2D06C724340EE8F8C3A5F4353C0E15C19D56B72434052B286B85E4353C0FEC31A3E6B724340A53B7A4B5E4353C01ED1B89E6A724340338109D65D4353C08F602CE669724340EC73E08E5C4353C0D0BE93296872434034ABE2F75B4353C01419B03E677243401934078F5B4353C06F512486667243402BAB08F85A4353C092627C8A657243408AB2C9EF594353C0C80855AC637243404F1672BA514353C037B6AD735572434075AAF6BF484353C060C45DA8457243409EBB2336444353C006C853BA3D724340E98E12B0424353C07D3D67343B724340C33C684B424353C05822679D3A724340AFC8D510414353C02F4ECFE0387243408BB88832404353C08A73FCCB37724340690477AC3E4353C0B0A0F13036724340BBE67F003E4353C015688F9135724340B1228ABD3C4353C0A3774B9E34724340AAEFD2EB3B4353C032EDDA2834724340AEDF94E33A4353C09F1A69B333724340AEC44E873A4353C051C11381337243406B5D5EC6394353C02C57302D33724340CE13F6A4384353C07129B2E132724340EC8C2127384353C0663BEAD032724340DB6ABBD7354353C0EEEE8C6C307243403C2267A5354353C0BA77684A34724340335135A1354353C08D99DCE439724340B159A094354353C0F967BCB9417243409DDFD983354353C060DD14A15A7243409ADC4477354353C08117C4655E7243401B75757B354353C0D5B84B64687243406D8B4377354353C02A30426F7372434049D9AE6A354353C09B5CC59B7E724340D74C7D66354353C0AB8D31FD94724340995FE859354353C04CA2DC1D9B724340EBE22049354353C04CF4EB46A172434016CB5A38354353C00AAD3803A5724340DD435A38354353C0B210A63DA7724340AAAF8C3C354353C0C5D486BFA8724340D3462834354353C05846CB49AA724340F67B1B3C384353C0B4190339AA724340BC24CC693B4353C080F29E30AA724340883D22B74B4353C0CC828EF1AA724340
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,4028,0062021,1056,110010062021056,110010062021056,5442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34454407,663.3070936206856,5441.1767985472225,0.00210085,0103000020E6100000010000003D0000007CD2CFA9504353C03CD8462CAB724340348CF959514353C0A547811BAB724340CC779CD3514353C08890E323AB7243408D0B497F544353C0FAFEF1F9AA724340D1004109584353C0A9854895AA7243400C39DA2E594353C00BE22B52AA7243409CAF9E6D5A4353C0BEA2E6F5A9724340C1D48CC55B4353C091567680A97243401E7557865D4353C0FF684DD0A872434020DC21475F4353C0933407DDA772434009B8423A614353C006C7FBD8A67243407646A107634353C0D7D961B3A57243409A051796644353C07D798E9EA47243404EFF445F664353C0251FA146A3724340ACE2470F684353C0D0235A53A27243401A868B99694353C0568BC02DA1724340B27341026B4353C046E63375A0724340F9CA00BF6B4353C0B0B27A3AA072434036E9A0CF6C4353C06F8BED18A0724340B1F3D7EC6D4353C0F44EEE18A07243405739FF336F4353C00572095CA0724340363FF7DF6F4353C0FA9DC296A0724340F5FD587F704353C07B2190B49D724340A6838398704353C0A1F6DA4B9C72434089B58B83704353C0E1FB244C9A724340F0325A7F704353C05BC2375D98724340A505BD87704353C0B17DD6BD9772434004EC2090704353C062AB4D4095724340771A2090704353C0FD4CCFC6937243407A468B83704353C089DFBA90907243404683F576704353C036E8585A8F724340F1BE6755704353C042ACA45A8D724340E1BED933704353C018D3C4D88B7243402AA261D36F4353C0241C68DD887243409AF83EA56F4353C029FA5BD9877243402B279E946E4353C0890B738E83724340EDE4D7EC6D4353C0577B3E4381724340A2FA11456D4353C00EF5263B7F724340C1F36FCB6C4353C02381FEF37D72434093CB37456C4353C0C4C9837A7C724340427D39AE6B4353C0EC9AA3F87A724340C29D66996A4353C06AC87EEC7772434096DCCB73694353C0673BCB5575724340D4BD8E6B684353C0CB94416F7372434037CD1B8D684353C0D3B4A03C7572434055D951416A4353C0650AAA587E7243401806DFF96A4353C0AFFAFF468472434090462B416B4353C061A9475F8A72434037EE79F16A4353C03BBF86458E724340197117E96A4353C00F455A5A8F7243408C7C66996A4353C0B05E9B12927243404F67DAE0694353C0034D3D6A95724340754D696B694353C0E9A31EEC96724340995D3AA2674353C042F522E39A724340E1F9435F664353C0D2DB911D9D724340D9B9F9E9644353C049871C049F724340152585E65F4353C063CD3AD5A372434025C504BD5C4353C0C236F0D4A57243408540C9A8574353C0CA788728A8724340883D22B74B4353C0CC828EF1AA7243407CD2CFA9504353C03CD8462CAB724340
