near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,intersectionid,intersection_type,geography,street_names,int_road_types,int_road_block_ids
[None],,,,,,1D,Cluster 41,Rock Creek Park,1D03,Ward 1,002600,MID-CITY,-477,RAMP,0101000020E61000002E5CCA8F194353C0786C9ED38C774340,['BEACH DRIVE NW'],['Minor Arterial'],['125603']
[None],,,,,,1D,Cluster 41,Rock Creek Park,1D03,Ward 1,002600,MID-CITY,-763,RAMP,0101000020E61000002E5CCA8F194353C0786C9ED38C774340,['BEACH DRIVE NW'],['Minor Arterial'],['125603']
[None],,,,,,1D,Cluster 41,Rock Creek Park,1D05,Ward 1,002702,MID-CITY,-10,OVERPASS,0101000020E6100000B647E0ED354353C090ABD47171774340,['KLINGLE ROAD NW'],['Minor Arterial'],"['125180', '125603']"
[None],,,,,,1D,Cluster 41,Rock Creek Park,1D05,Ward 1,002702,MID-CITY,13651,REGULAR,0101000020E610000033940F0FFF4253C063F849C85F774340,"['ADAMS MILL ROAD NW', 'KLINGLE ROAD NW']",['Minor Arterial'],"['125180', '128598', '128802']"
[None],,,,,,1D,Cluster 41,Rock Creek Park,1D05,Ward 1,002702,MID-CITY,15120,REGULAR,0101000020E61000004F93C332EA4253C07F548AEE33774340,"['ADAMS MILL ROAD NW', 'WALBRIDGE PLACE NW']",['Minor Arterial'],"['127451', '128598', '133416']"
[None],,,,,,1D,Cluster 41,Rock Creek Park,1D05,Ward 1,002702,MID-CITY,-207,UNDERPASS,0101000020E6100000B647E0ED354353C090ABD47171774340,['BEACH DRIVE NW'],['Minor Arterial'],"['125180', '125603']"
[None],,,,,,1D,Cluster 41,Rock Creek Park,4A08,Ward 4,002600,MID-CITY,15589,REGULAR,0101000020E6100000B7BAC3C50D4353C039D43512B0774340,"['BEACH DRIVE NW', 'PINEY BRANCH PARKWAY NW']",['Minor Arterial'],"['125087', '125603', '132444']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-107,OVERPASS,0101000020E610000073E6A099824253C0DBC7B52E81704340,['INTERSTATE 395 SOUTHBOUND'],"['Interstate', 'Local']","['136179', '136800']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,11712,REGULAR,0101000020E61000000BDECEC3FC4253C0CACE66725E724340,"['21ST STREET NW', 'C STREET NW']","['Collector', 'Local']","['125018', '126355', '126785', '129470']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,11713,REGULAR,0101000020E610000026EDF489204353C02F6383785E724340,"['22ND STREET NW', 'C STREET NW']",['Local'],"['125308', '125769', '129470']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,11776,REGULAR,0101000020E610000073B53461204353C09768F6A730724340,"['22ND STREET NW', 'CONSTITUTION AVENUE NW']","['Local', 'Principal Arterial']","['125308', '126248', '126760']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,11940,REGULAR,0101000020E6100000DA5EA0BB564253C08405BA7830724340,"['16TH STREET NW', 'CONSTITUTION AVENUE NW']","['Local', 'Principal Arterial']","['125742', '126412', '126421']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,11995,REGULAR,0101000020E6100000DBB86E746E4253C099D8932DBD724340,"['SOUTH EXECUTIVE AVENUE NW', 'STATE PLACE NW', 'WEST EXECUTIVE AVENUE NW']",['Local'],"['133658', '134305']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,12378,REGULAR,0101000020E6100000C08EFCA33E4253C06B6F7BAEBD724340,"['ALEXANDER HAMILTON PLACE NW', 'EAST EXECUTIVE AVENUE NW', 'SOUTH EXECUTIVE AVENUE NW']",['Local'],"['124976', '125422', '129344']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,13159,REGULAR,0101000020E61000009A338151C84253C08BEA94E95E724340,"['19TH STREET NW', 'C STREET NW', 'VIRGINIA AVENUE NW']","['Collector', 'Local', 'Minor Arterial']","['124962', '125655', '128172', '131092', '131518']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,13461,REGULAR,0101000020E610000063A86EC6564253C0DA6DD64841724340,"['16TH STREET NW', 'ELLIPSE ROAD NW']",['Local'],"['125549', '125663', '125742']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,13823,REGULAR,0101000020E61000001895D05EC84253C0A54B889D30724340,"['19TH STREET NW', 'CONSTITUTION AVENUE NW']","['Local', 'Principal Arterial']","['124962', '125294', '129914']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,13824,REGULAR,0101000020E61000006439664DE04253C071A9F09E30724340,"['20TH STREET NW', 'CONSTITUTION AVENUE NW']","['Local', 'Principal Arterial']","['126030', '129207', '129914']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,13892,REGULAR,0101000020E610000081DF11C4E44253C0D241EB1B80724340,"['20TH STREET NW', 'VIRGINIA AVENUE NW']",['Minor Arterial'],"['126429', '130259', '131833']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,14012,REGULAR,0101000020E610000060C3418F864253C0850A4655C4724340,"['17TH STREET NW', 'NEW YORK AVENUE NW']",['Principal Arterial'],"['125031', '125850', '129437']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,14075,REGULAR,0101000020E6100000359CBD58274253C0D0599F92BD724340,"['15TH STREET NW', 'ALEXANDER HAMILTON PLACE NW', 'PENNSYLVANIA AVENUE NW']","['Local', 'Minor Arterial', 'Principal Arterial']","['124976', '127360', '129340', '132742']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,14456,REGULAR,0101000020E61000009DBCC5C5FC4253C0CAB4C7A030724340,"['21ST STREET NW', 'CONSTITUTION AVENUE NW']","['Collector', 'Principal Arterial']","['126785', '127316', '129207']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,14457,REGULAR,0101000020E610000000CE7801124353C0735B27A030724340,"['CONSTITUTION AVENUE NW', 'HENRY BACON DRIVE NW']",['Principal Arterial'],"['126760', '127135', '127316']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,14721,REGULAR,0101000020E6100000851A07098D4253C06BC323CAA1704340,"['EAST BASIN DRIVE SW', 'OHIO DRIVE SW']",['Local'],"['124030', '136800', '136986']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,14722,REGULAR,0101000020E61000001004E7D6F74253C0680FF41E1F714340,"['OHIO DRIVE SW', 'WEST BASIN DRIVE SW']",['Local'],"['124030', '124549', '135373']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,14775,REGULAR,0101000020E61000000C3ABF371D4253C049D3A605F0714340,"['15TH STREET NW', 'MADISON DRIVE NW']","['Local', 'Principal Arterial']","['125520', '126440', '129851']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,15249,REGULAR,0101000020E6100000D36A2F6D084353C05C13930CA6724340,"['D STREET NW', 'VIRGINIA AVENUE NW']","['Local', 'Minor Arterial']","['125311', '131456', '131686']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,15533,REGULAR,0101000020E61000006E233B342B4353C0585187F1EE714340,"['HENRY BACON DRIVE NW', 'LINCOLN MEMORIAL CIRCLE NW']",['Principal Arterial'],"['126826', '127135']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,15594,REGULAR,0101000020E61000007FC623C01C4253C044500728C6714340,"['15TH STREET SW', 'JEFFERSON DRIVE SW']","['Local', 'Principal Arterial']","['135559', '136207', '136348']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,15654,REGULAR,0101000020E6100000604A4C221A4353C069D4FA4F8B714340,"['DANIEL C FRENCH DRIVE SW', 'INDEPENDENCE AVENUE SW']","['Local', 'Principal Arterial']","['124376', '135643', '135812']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,15928,REGULAR,0101000020E6100000DCF0C27C584253C07C07471D87714340,['INDEPENDENCE AVENUE SW'],['Principal Arterial'],"['123847', '124475', '137119']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,16044,REGULAR,0101000020E6100000E2BC880AE04253C0535A0CCC5E724340,"['20TH STREET NW', 'C STREET NW']","['Collector', 'Local']","['125018', '126030', '126079']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,16737,REGULAR,0101000020E610000000DA96C0294353C0A0816960BA714340,"['DANIEL C FRENCH DRIVE SW', 'LINCOLN MEMORIAL CIRCLE SW']",['Local'],"['135812', '137030']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,16774,REGULAR,0101000020E61000006EB38D9B864253C08105B19C9C724340,"['17TH STREET NW', 'E STREET NW']","['Local', 'Principal Arterial']","['126688', '128246', '128431', '129236']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17243,REGULAR,0101000020E6100000A51841AE864253C02507D3FC79724340,"['17TH STREET NW', 'D STREET NW']","['Local', 'Principal Arterial']","['125940', '127481', '129236']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17278,REGULAR,0101000020E6100000C439B2C1AB4253C0F59F079630724340,"['18TH STREET NW', 'CONSTITUTION AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['125294', '128547', '128864']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17370,REGULAR,0101000020E61000000AD4F0789A4253C0D41A9E9430724340,"['CONSTITUTION AVENUE NW', 'VIRGINIA AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['128162', '128547', '134529']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17412,REGULAR,0101000020E61000009ADE182E504253C0F230A6EF95724340,['E STREET NW'],['Local'],"['125521', '125663', '128558']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17413,REGULAR,0101000020E6100000C6693DB15B4253C04331B10F96724340,"['ELLIPSE ROAD NW', 'E STREET NW']",['Local'],"['125549', '126688', '128558']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17555,REGULAR,0101000020E6100000C9CD92E25E4253C088AB1E0F95704340,"['14TH STREET SW', 'INTERSTATE 395 INTERSTATE']","['Interstate', 'Principal Arterial']","['123914', '135235', '136179']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17609,REGULAR,0101000020E6100000DCF084E1864253C03038A4CFE7714340,"['17TH STREET NW', '17TH STREET SW']",['Principal Arterial'],"['128720', '136948']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17610,REGULAR,0101000020E610000097BBC3E4864253C06A6C479430724340,"['17TH STREET NW', 'CONSTITUTION AVENUE NW']",['Principal Arterial'],"['125766', '126412', '128162', '128720']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17724,REGULAR,0101000020E6100000EDE90343224353C03AF52E82D5714340,['LINCOLN MEMORIAL CIRCLE NW'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17829,REGULAR,0101000020E6100000C35DBF9E284253C07FCD52A339714340,"['MAINE AVENUE SW', 'RAOUL WALLENBERG PLACE SW']",['Principal Arterial'],"['124343', '135447', '136726', '137402']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,17956,REGULAR,0101000020E6100000B9E0B4DD3D4253C00353A40F9E724340,"['EAST EXECUTIVE AVENUE NW', 'E STREET NW']",['Local'],"['124981', '125521', '129344']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-18,UNDERPASS,0101000020E6100000A1017A41244253C097874B30D7704340,['OHIO DRIVE SW'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,19044,REGULAR,0101000020E6100000D0D0539BD34253C05023E00A86714340,"['INDEPENDENCE AVENUE SW', 'WEST BASIN DRIVE SW']",['Principal Arterial'],"['123847', '123982', '136494']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,19210,REGULAR,0101000020E61000000D9BBA0B2B4253C095EBAF09E1704340,"['EAST BASIN DRIVE SW', 'OHIO DRIVE SW']",['Local'],['136986']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,19243,REGULAR,0101000020E610000047C2894C674253C0E658BEB9A0714340,"['INDEPENDENCE AVENUE SW', 'MAINE AVENUE SW']",['Principal Arterial'],"['135046', '136836', '137402']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,19245,REGULAR,0101000020E6100000D05D6B1A874253C03AEC4E92AA714340,"['17TH STREET SW', 'INDEPENDENCE AVENUE SW']",['Principal Arterial'],"['123982', '135046', '136948']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-20,OVERPASS,0101000020E61000007C6E0223254253C0883C877FD8704340,['14TH STREET SW SOUTHBOUND'],['Principal Arterial'],['123914']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-298,UNDERPASS,0101000020E610000006BF45AAAA4353C0D971F9AAB9704340,['G W MEMORIAL PARKWAY SW'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-336,OVERPASS,0101000020E6100000A435DBB7AB4353C09702D982B9704340,['WASHINGTON BOULEVARD SW SOUTHBOUND'],"['Local', 'Other Freeway and Expressway']","['123858', '136980']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-337,OVERPASS,0101000020E610000045C5D05EA94353C0F1E77DEFB9704340,['WASHINGTON BOULEVARD SW NORTHBOUND'],"['Local', 'Other Freeway and Expressway']","['123858', '124179']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-354,RAMP,0101000020E6100000771FEAE62E4353C0F7EDE664AA724340,['E ST EXPRESSWAY NW'],['Other Freeway and Expressway'],['125887']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-359,RAMP,0101000020E610000029B2F397134353C0D3BF3DE59A724340,['D STREET NW'],['Local'],['125311']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-366,RAMP,0101000020E6100000FE41EB1D414253C09AB12AEFA3704340,['EAST BASIN DRIVE SW'],['Local'],['136986']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-439,RAMP,0101000020E6100000D2D00A43934353C08AAA94CCE3704340,['G W MEMORIAL PARKWAY SW'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-441,RAMP,0101000020E610000001F7F47A7E4353C0C7D9572BD9704340,['G W MEMORIAL PARKWAY SW'],['Other Freeway and Expressway'],['123895']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-442,RAMP,0101000020E6100000D2D00A43934353C08AAA94CCE3704340,['G W MEMORIAL PARKWAY SW'],[None],[None]
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-478,RAMP,0101000020E6100000C6F83EC92F4253C037BC77CDB3704340,['14TH STREET SW'],['Principal Arterial'],['136063']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-580,RAMP,0101000020E6100000CE5CEC49334253C04E3590BCB1704340,['14TH STREET SW'],['Principal Arterial'],['123914']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-628,RAMP,0101000020E610000046762EB54B4253C08D92531F9B704340,['14TH STREET SW'],['Principal Arterial'],['123914']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-693,RAMP,0101000020E6100000E4AEC6831C4253C0B29BFDC0E7704340,['14TH STREET SW'],['Principal Arterial'],['136063']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-712,RAMP,0101000020E6100000B131A039CA4353C0A58E6C2D04714340,['WASHINGTON BOULEVARD SW'],['Local'],['136980']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-735,RAMP,0101000020E61000007F9E920CBD4353C0CCDE9B5723714340,['WASHINGTON BOULEVARD SW'],['Local'],['124179']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-736,RAMP,0101000020E6100000876DFB7AAA4353C0811528DEC4704340,['WASHINGTON BOULEVARD SW'],['Local'],['124179']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,-80,UNDERPASS,0101000020E610000073E6A099824253C0DBC7B52E81704340,['OHIO DRIVE SW'],"['Interstate', 'Local']","['136179', '136800']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,-105,OVERPASS,0101000020E6100000D157BD84674253C0F9D544C760704340,['14TH STREET SW'],"['Interstate', 'Local']","['124784', '136800']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,-106,OVERPASS,0101000020E6100000CEA4E06B7E4253C0DE821C9B7C704340,['ROCHAMBEAU BRIDGE SW SOUTHBOUND'],['Interstate'],['123920']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,16443,REGULAR,0101000020E61000004424D80B614253C0BA9C53AC6D704340,"['14TH STREET SW', 'INTERSTATE 395 INTERSTATE']","['Interstate', 'Principal Arterial']","['124784', '135444', '136063']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,-23,OVERPASS,0101000020E6100000D4DC5847514253C049DAAF2B85704340,['14TH STREET SW NORTHBOUND'],"['Interstate', 'Principal Arterial']","['124063', '136063']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,-25,UNDERPASS,0101000020E6100000D4DC5847514253C049DAAF2B85704340,['ROCHAMBEAU BRIDGE SW EASTBOUND'],"['Interstate', 'Principal Arterial']","['124063', '136063']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,-335,UNDERPASS,0101000020E6100000D157BD84674253C0F9D544C760704340,['OHIO DRIVE SW'],"['Interstate', 'Local']","['124784', '136800']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,-460,RAMP,0101000020E610000063282FD4834253C072588B4274704340,['ROCHAMBEAU BRIDGE SW'],['Interstate'],['123920']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,-741,RAMP,0101000020E6100000EBA61548844253C096C6ECD06D704340,['ROCHAMBEAU BRIDGE SW'],['Interstate'],['124063']
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,13158,REGULAR,0101000020E61000005B0D3B06AC4253C0C523AB5C42724340,"['18TH STREET NW', 'VIRGINIA AVENUE NW']",['Minor Arterial'],"['126956', '128864', '131092', '134529']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,13490,REGULAR,0101000020E61000009EB52549C84253C03894E7AB9C724340,"['19TH STREET NW', 'E STREET NW']","['Local', 'Minor Arterial', 'Principal Arterial']","['126546', '127492', '127851', '128172']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,13736,REGULAR,0101000020E6100000283593F8DF4253C0BB4EFDB09D724340,"['20TH STREET NW', 'E ST EXPRESSWAY NW', 'E STREET NW']","['Minor Arterial', 'Other Freeway and Expressway', 'Principal Arterial']","['125887', '126429', '126546', '128533']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,15248,REGULAR,0101000020E6100000A0BC46DFFC4253C065AE67F999724340,"['21ST STREET NW', 'VIRGINIA AVENUE NW']","['Collector', 'Minor Arterial']","['126355', '127093', '131686', '131833']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,16812,REGULAR,0101000020E6100000B2AD84AF864253C07E6AFA755F724340,"['17TH STREET NW', 'C STREET NW']","['Collector', 'Principal Arterial']","['125766', '127357', '127481']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,16813,REGULAR,0101000020E61000000F258DF5AB4253C06B3ECF6A5F724340,"['18TH STREET NW', 'C STREET NW']","['Collector', 'Minor Arterial']","['125655', '125986', '126956', '127357']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,17416,REGULAR,0101000020E6100000969433BDAB4253C0518F74C379724340,"['18TH STREET NW', 'D STREET NW']","['Local', 'Minor Arterial']","['125940', '125986', '129772']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,18256,REGULAR,0101000020E61000007527D25CD24253C0371896F969724340,"['C STREET NW', 'VIRGINIA AVENUE NW']","['Collector', 'Minor Arterial']","['126079', '130259', '131518']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,-250,UNDERPASS,0101000020E6100000B34C6F12094353C01CDB73B9A6724340,['E STREET EXPRESSWAY NW'],"['Minor Arterial', 'Other Freeway and Expressway']","['125887', '131456']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,-251,UNDERPASS,0101000020E61000003453F8450C4353C015472011AA724340,['E STREET EXPRESSWAY NW WESTBOUND'],"['Minor Arterial', 'Other Freeway and Expressway']","['129255', '131456']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,010800,CENTRAL WASHINGTON,-330,UNDERPASS,0101000020E61000007985F7D2FC4253C0CB88DEC5A4724340,['E STREET EXPRESSWAY NW WESTBOUND'],"['Collector', 'Other Freeway and Expressway']","['125887', '127093']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,13433,REGULAR,0101000020E6100000AAF5D477754353C0FD0561FFB8724340,"['E ST EXPY NW', 'INTERSTATE 66 INTERSTATE']","['Interstate', 'Other Freeway and Expressway']","['124206', '125887', '135382']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,13462,REGULAR,0101000020E61000000789552AE84353C0D4575B4952714340,['MEMORIAL AVENUE SW'],['Principal Arterial'],"['123942', '134858', '136320']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,14190,REGULAR,0101000020E6100000CCF52149CD4353C0CE852F855A714340,"['MEMORIAL AVENUE SW', 'WASHINGTON BOULEVARD SW']","['Local', 'Principal Arterial']","['123942', '124179', '135390', '136301']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,14191,REGULAR,0101000020E61000009C6A1F54D24353C0AC9515D66D714340,"['MEMORIAL AVENUE SW', 'WASHINGTON BOULEVARD SW']","['Local', 'Principal Arterial']","['135390', '136320', '136340', '137477']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,15082,REGULAR,0101000020E6100000CB4DC5EEDD4353C08CBF72D68E714340,['WASHINGTON BOULEVARD SW'],['Local'],"['136980', '137128', '137477']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,15534,REGULAR,0101000020E61000007B7DDDE0354353C06A8C85B1F2714340,"['23RD STREET NW', 'LINCOLN MEMORIAL CIRCLE NW']",['Principal Arterial'],"['126826', '127410', '127510']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,15826,REGULAR,0101000020E61000008EC6BDFFC44353C055A782006C714340,"['ARLINGTON MEMORIAL BRIDGE SW', 'MEMORIAL AVENUE SW']",['Principal Arterial'],"['134944', '136301', '136340']"
[None],,,,,,2A,Cluster 45,"National Mall, Potomac River",2A04,Ward 2,006202,CENTRAL WASHINGTON,15839,REGULAR,0101000020E6100000948C6FD9354353C0DA36436E30724340,"['23RD STREET NW', 'CONSTITUTION AVENUE NW']",['Principal Arterial'],"['126248', '127301', '127410', '127704', '128307']"
