near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,intersectionid,intersection_type,geography,street_names,int_road_types,int_road_block_ids
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,17077,REGULAR,0101000020E6100000922602E6764253C0B81D004FCF734340,"['17TH STREET NW', 'DE SALES STREET NW']","['Local', 'Minor Arterial']","['125599', '127278', '127908']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,17078,REGULAR,0101000020E6100000FFA0BB00994253C05424469CCE734340,"['CONNECTICUT AVENUE NW', 'DE SALES STREET NW']","['Local', 'Principal Arterial']","['125758', '127763', '127908']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,17807,REGULAR,0101000020E6100000A1C12A5B864253C09FA9C1433A734340,"['17TH STREET NW', 'H STREET NW']",['Principal Arterial'],"['126127', '126721', '127652', '129863']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,18353,REGULAR,0101000020E6100000BD442AF0684253C0B01095F913744340,"['BATAAN STREET NW', 'RHODE ISLAND AVENUE NW']","['Local', 'Minor Arterial']","['127343', '130877', '135134']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,19166,REGULAR,0101000020E6100000A5C3EA335C4253C0D5F4314F1D744340,"['RHODE ISLAND AVENUE NW', 'SCOTT CIRCLE NW']","['Minor Arterial', 'Principal Arterial']","['130332', '130877', '132861']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,19179,REGULAR,0101000020E61000003D8459F7764253C0856CDC15AE734340,"['17TH STREET NW', 'L STREET NW']",['Minor Arterial'],"['125599', '125767', '127164', '127800']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,19748,REGULAR,0101000020E610000031F5E8F0564253C0A06F7B0B3A734340,"['16TH STREET NW', 'H STREET NW']","['Minor Arterial', 'Principal Arterial']","['125626', '125955', '128716']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,004100,NEAR NORTHWEST,-568,RAMP,0101000020E610000060E17E942B4353C02520162F6F744340,['P STREET NW'],['Minor Arterial'],['129569']
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,CENTRAL WASHINGTON,15814,REGULAR,0101000020E6100000A5225809E04253C0D40678A33B744340,"['20TH STREET NW', 'NEW HAMPSHIRE AVENUE NW', 'SUNDERLAND PLACE NW']","['Local', 'Minor Arterial']","['128672', '128708', '129241', '129351', '132664']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,CENTRAL WASHINGTON,17478,REGULAR,0101000020E610000078BF2674CF4253C0775034225F744340,['DUPONT CIRCLE NW'],"['Minor Arterial', 'Principal Arterial']","['125482', '127361', '129852']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,CENTRAL WASHINGTON,17479,REGULAR,0101000020E6100000800F6634CA4253C0B05082855B744340,"['19TH STREET NW', 'DUPONT CIRCLE NW']","['Minor Arterial', 'Principal Arterial']","['126715', '126802', '127361']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,NEAR NORTHWEST,13608,REGULAR,0101000020E6100000813DF32AFC4253C0E651DBD820744340,"['21ST STREET NW', 'N STREET NW']","['Collector', 'Local']","['125384', '128748', '129093', '129472']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,NEAR NORTHWEST,18666,REGULAR,0101000020E61000008365836D284353C0349EC71C4C744340,"['23RD STREET NW', 'O STREET NW']","['Local', 'Principal Arterial']","['127298', '127581', '128152']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,NEAR NORTHWEST,18713,REGULAR,0101000020E61000004954F3881F4353C07D6CBD1A4C744340,"['22ND STREET NW', 'O STREET NW']","['Local', 'Minor Arterial']","['125869', '126174', '127298', '129520']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,NEAR NORTHWEST,18948,REGULAR,0101000020E610000002F4201CFC4253C04AC2796636744340,"['21ST STREET NW', 'NEWPORT PLACE NW']","['Collector', 'Local']","['125906', '128525', '128748']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,12944,REGULAR,0101000020E61000009E5F6D51864253C0B51FD02186734340,"['17TH STREET NW', 'CONNECTICUT AVENUE NW', 'K STREET NW']",['Principal Arterial'],"['125927', '126387', '127104', '129141']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,13261,REGULAR,0101000020E6100000B0A3DC18C84253C04205753C5F734340,"['19TH STREET NW', 'I STREET NW']","['Minor Arterial', 'Principal Arterial']","['125394', '126951', '128845', '130001']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,13404,REGULAR,0101000020E610000050991F42AB4253C05861135D3A734340,"['18TH STREET NW', 'H STREET NW']","['Minor Arterial', 'Principal Arterial']","['125048', '127007', '127341', '127652']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,13405,REGULAR,0101000020E610000079F0CB38AB4253C08C1636445F734340,"['18TH STREET NW', 'I STREET NW']","['Minor Arterial', 'Principal Arterial']","['125394', '127126', '127341', '128200']"
['Goodwill Excel Center PCS'],0.0,0.0,1.0,0.0,1.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,14517,REGULAR,0101000020E6100000F91D548E864253C09D9944930C734340,"['17TH STREET NW', 'PENNSYLVANIA AVENUE NW']","['Local', 'Principal Arterial']","['126721', '126894', '131374', '133197']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,15866,REGULAR,0101000020E6100000C4D3BF57864253C04A57A95D5F734340,"['17TH STREET NW', 'I STREET NW']",['Principal Arterial'],"['125927', '126127', '126518', '128200']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,16346,REGULAR,0101000020E6100000A8EEE5C5C74253C07B7F334C36744340,"['19TH STREET NW', 'SUNDERLAND PLACE NW']","['Local', 'Minor Arterial']","['126715', '129866', '132664']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,16563,REGULAR,0101000020E6100000E1BBE20FAB4253C0E170893086734340,"['18TH STREET NW', 'K STREET NW']","['Minor Arterial', 'Principal Arterial']","['125877', '126623', '127104', '127126']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,16564,REGULAR,0101000020E6100000E38CDA15C84253C0C547EF2986734340,"['19TH STREET NW', 'K STREET NW']","['Minor Arterial', 'Principal Arterial']","['125877', '126361', '128826', '128845']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,17402,REGULAR,0101000020E6100000796DA9958F4253C0C6382B09AE734340,"['CONNECTICUT AVENUE NW', 'L STREET NW']","['Minor Arterial', 'Principal Arterial']","['125430', '125758', '126387', '127164']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,18355,REGULAR,0101000020E6100000DB1AE0CEAA4253C0B8CE181DAE734340,"['18TH STREET NW', 'L STREET NW']",['Minor Arterial'],"['125430', '126623', '127531', '129450']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,18484,REGULAR,0101000020E610000021ACF006AB4253C081CE44C4EC734340,"['18TH STREET NW', 'M STREET NW']",['Minor Arterial'],"['124963', '128173', '128348', '129450']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,18538,REGULAR,0101000020E6100000D4581BD6A14253C018B23C09ED734340,"['CONNECTICUT AVENUE NW', 'M STREET NW', 'RHODE ISLAND AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['126069', '126962', '127763', '128173', '133268']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,19373,REGULAR,0101000020E610000002F374E7C74253C0149481C9EC734340,"['19TH STREET NW', 'M STREET NW']",['Minor Arterial'],"['124963', '125159', '126608', '126863']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,19496,REGULAR,0101000020E610000037C9D606C84253C0619ED025AE734340,"['19TH STREET NW', 'L STREET NW']",['Minor Arterial'],"['124936', '126361', '126863', '127531']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,19597,REGULAR,0101000020E610000019F4D8D4C74253C09981C0CC20744340,"['19TH STREET NW', 'N STREET NW']","['Local', 'Minor Arterial']","['126617', '128110', '128447', '129866']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,010700,CENTRAL WASHINGTON,5438,REGULAR,0101000020E61000006BBDF7E4C74253C0C4C51D0907744340,"['19TH STREET NW', 'JEFFERSON PLACE NW']","['Local', 'Minor Arterial']","['126608', '127108', '128110']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,005301,NEAR NORTHWEST,14930,REGULAR,0101000020E6100000AB43049D764253C0C5155CBB87744340,"['17TH STREET NW', 'CHURCH STREET NW']","['Local', 'Minor Arterial']","['125734', '128968', '129586', '129950']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,005301,NEAR NORTHWEST,14931,REGULAR,0101000020E61000009D1AE9BDAA4253C013F8F6CE87744340,"['18TH STREET NW', 'CHURCH STREET NW']","['Local', 'Minor Arterial']","['125866', '127598', '128968']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,005301,NEAR NORTHWEST,15163,REGULAR,0101000020E6100000B5D627C5AA4253C0F83A1B716F744340,"['18TH STREET NW', 'P STREET NW']","['Collector', 'Minor Arterial']","['125866', '126197', '127288', '129806']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,005301,NEAR NORTHWEST,15359,REGULAR,0101000020E6100000C4E2A0CABA4253C0EE34536F6F744340,['DUPONT CIRCLE NW'],"['Collector', 'Principal Arterial']","['124916', '126252', '129806']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,005301,NEAR NORTHWEST,15953,REGULAR,0101000020E6100000A8A726B5AA4253C08962F019A0744340,"['18TH STREET NW', 'Q STREET NW']",['Minor Arterial'],"['125125', '127598', '131826', '133672']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,005301,NEAR NORTHWEST,17016,REGULAR,0101000020E610000025D0DFBF764253C00799C34B50744340,"['17TH STREET NW', 'O STREET NW']","['Local', 'Minor Arterial']","['125601', '126415', '128878']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,005301,NEAR NORTHWEST,18131,REGULAR,0101000020E6100000ECABFAA5764253C0913732766F744340,"['17TH STREET NW', 'P STREET NW']","['Collector', 'Minor Arterial']","['125734', '127288', '128878', '129307']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,005301,NEAR NORTHWEST,19644,REGULAR,0101000020E6100000E1F25F99764253C08F8E0D05A0744340,"['17TH STREET NW', 'Q STREET NW']",['Minor Arterial'],"['127132', '129950', '131704', '133672']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,010700,CENTRAL WASHINGTON,15162,REGULAR,0101000020E61000008B8258DDAA4253C0C74197585B744340,"['18TH STREET NW', 'MASSACHUSETTS AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['126197', '126448', '128335', '129398']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,010700,CENTRAL WASHINGTON,15722,REGULAR,0101000020E61000009DFACB04AB4253C06EE6BDE920744340,"['18TH STREET NW', 'N STREET NW']","['Local', 'Minor Arterial']","['126007', '128335', '128750', '129853']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,010700,CENTRAL WASHINGTON,15983,REGULAR,0101000020E6100000C4358837B14253C0691F3FE620744340,"['CONNECTICUT AVENUE NW', 'N STREET NW']","['Local', 'Principal Arterial']","['126007', '126516', '128447', '129468']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B07,Ward 2,010700,NEAR NORTHWEST,16267,REGULAR,0101000020E6100000EC681AE6BB4253C0AE19F62267744340,['DUPONT CIRCLE NW'],['Principal Arterial'],"['124916', '125634', '129398']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B08,Ward 2,004201,MID-CITY,19546,REGULAR,0101000020E610000072189E5E764253C004EC519F60754340,"['17TH STREET NW', 'U STREET NW']",['Minor Arterial'],"['128145', '129501', '133275', '134671']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B08,Ward 2,004201,NEAR NORTHWEST,11730,REGULAR,0101000020E610000016D344BB6C4253C08A11CFBD31754340,"['NEW HAMPSHIRE AVENUE NW', 'T STREET NW']","['Local', 'Minor Arterial']","['126105', '127079', '131073', '131415']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B08,Ward 2,004201,NEAR NORTHWEST,13369,REGULAR,0101000020E610000044AF2671764253C08B0686D71C754340,"['17TH STREET NW', 'NEW HAMPSHIRE AVENUE NW', 'SWANN STREET NW']","['Local', 'Minor Arterial']","['125284', '126105', '126936', '128966', '131798']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B08,Ward 2,004201,NEAR NORTHWEST,16380,REGULAR,0101000020E610000069C8C97B764253C013AA11CF31754340,"['17TH STREET NW', 'T STREET NW']","['Local', 'Minor Arterial']","['126936', '127970', '130688', '131415']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B08,Ward 2,004201,NEAR NORTHWEST,19540,REGULAR,0101000020E6100000C7D4AE8FAA4253C08B8EADC731754340,"['18TH STREET NW', 'T STREET NW']","['Local', 'Minor Arterial']","['126487', '129592', '129963', '130688']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B08,Ward 2,004201,NEAR NORTHWEST,19545,REGULAR,0101000020E6100000C2FCDC60764253C0EEDC211D49754340,"['17TH STREET NW', 'WILLARD STREET NW']","['Local', 'Minor Arterial']","['127970', '128145', '133412']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B08,Ward 2,004201,NEAR NORTHWEST,19574,REGULAR,0101000020E61000000CF8EE96AA4253C0453AB18919754340,"['18TH STREET NW', 'SWANN STREET NW']","['Local', 'Minor Arterial']","['126102', '129592', '131315', '131599']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B08,Ward 2,004201,NEAR NORTHWEST,19724,REGULAR,0101000020E61000002FCADA86AA4253C05C72BF3B49754340,"['18TH STREET NW', 'WILLARD STREET NW']","['Local', 'Minor Arterial']","['125355', '126487', '133412']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B09,Ward 2,004300,NEAR NORTHWEST,16681,REGULAR,0101000020E6100000D09C8F15564253C0C7A6983749754340,"['16TH STREET NW', 'CAROLINE STREET NW']","['Local', 'Principal Arterial']","['124905', '126330', '129104']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B09,Ward 2,004300,NEAR NORTHWEST,17815,REGULAR,0101000020E6100000CA495BF3354253C0F201F2BE31754340,"['15TH STREET NW', 'T STREET NW']","['Local', 'Minor Arterial']","['125287', '127782', '131678', '132740']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B09,Ward 2,004300,NEAR NORTHWEST,18263,REGULAR,0101000020E6100000A89ACF24564253C0BC64127A19754340,"['16TH STREET NW', 'SWANN STREET NW']","['Local', 'Principal Arterial']","['128206', '128622', '131798', '134181']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B09,Ward 2,004300,NEAR NORTHWEST,18264,REGULAR,0101000020E6100000B88A232E564253C03760F3BC31754340,"['16TH STREET NW', 'T STREET NW']","['Local', 'Principal Arterial']","['126330', '128206', '131073', '131678']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B09,Ward 2,005201,NEAR NORTHWEST,16314,REGULAR,0101000020E6100000152A3732564253C08615BC3E01754340,"['16TH STREET NW', 'S STREET NW']","['Local', 'Principal Arterial']","['128298', '128622', '133278', '134504']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2D02,Ward 2,005500,NEAR NORTHWEST,13542,REGULAR,0101000020E6100000F72AB1240B4353C0A5054C98D0744340,"['FLORIDA AVENUE NW', 'R STREET NW']",['Minor Arterial'],"['126155', '127188', '133127', '133840']"
[None],,,,,,2B,Cluster 7,"Shaw, Logan Circle",2B04,Ward 2,005201,NEAR NORTHWEST,19433,REGULAR,0101000020E610000066B6E624364253C0FAAE376EB8744340,"['15TH STREET NW', 'CORCORAN STREET NW']","['Local', 'Minor Arterial']","['125385', '125611', '126537', '128076']"
[None],,,,,,2B,Cluster 7,"Shaw, Logan Circle",2B09,Ward 2,004300,NEAR NORTHWEST,17179,REGULAR,0101000020E6100000B8F277DF204253C083801B4301754340,"['JOHNSON AVENUE NW', 'S STREET NW']",['Local'],"['128269', '131120', '133833']"
[None],,,,,,2B,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,17814,REGULAR,0101000020E6100000C1E6538B364253C02F1141E7AD734340,"['15TH STREET NW', 'L STREET NW']",['Minor Arterial'],"['125002', '126111', '128243', '129246']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,14103,REGULAR,0101000020E6100000999C8B68274253C005DF923E30724340,"['15TH STREET NW', 'CONSTITUTION AVENUE NW']",['Principal Arterial'],"['125520', '126421', '127064', '127594']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2A01,Ward 2,006202,CENTRAL WASHINGTON,15226,REGULAR,0101000020E6100000042F8DF9274253C0A30022CDA2714340,"['15TH STREET SW', 'INDEPENDENCE AVENUE SW', 'RAOUL WALLENBERG PLACE SW']",['Principal Arterial'],"['124475', '135447', '136348', '136622', '136836']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,14074,REGULAR,0101000020E61000001D18CE48274253C0754B21509F724340,"['15TH STREET NW', 'E STREET NW', 'PENNSYLVANIA AVENUE NW']","['Local', 'Principal Arterial']","['124981', '127360', '127594', '131235']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,14714,REGULAR,0101000020E6100000D7691E0DAA4153C034B4E5637D724340,"['10TH STREET NW', 'PENNSYLVANIA AVENUE NW']","['Collector', 'Principal Arterial']","['125958', '129659', '132461', '132970']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,15377,REGULAR,0101000020E61000009BF91AB40B4253C0095D526BF9714340,"['14TH STREET NW', 'MADISON DRIVE NW']","['Local', 'Principal Arterial']","['125467', '126440', '128514', '128607']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,15378,REGULAR,0101000020E610000083F6ACBB0B4253C07F20885D30724340,"['14TH STREET NW', 'CONSTITUTION AVENUE NW']",['Principal Arterial'],"['127064', '127258', '127776', '128607']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,15593,REGULAR,0101000020E6100000F235A19A1A4253C09CA3F6FDDA714340,"['15TH STREET NW', '15TH STREET SW']",['Principal Arterial'],"['129851', '136207']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,16122,REGULAR,0101000020E6100000900835E4CD4153C04971C27DBF714340,"['12TH STREET SW', 'JEFFERSON DRIVE SW']",['Local'],"['124577', '135328', '135508']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,16244,REGULAR,0101000020E6100000CAA414B30B4253C0FAD2CACEB3724340,"['14TH STREET NW', 'PENNSYLVANIA AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['128798', '129925', '132742', '134597']"
['BASIS DC PCS'],0.0,0.0,0.0,0.0,1.0,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,17277,REGULAR,0101000020E610000058A09FD8884153C0DD9776CD6A724340,"['9TH STREET NW', 'PENNSYLVANIA AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['127616', '128675', '131213', '132970']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,17703,REGULAR,0101000020E610000029BBC8DF0B4253C00125CE23BE714340,"['14TH STREET SW', 'JEFFERSON DRIVE SW']","['Local', 'Principal Arterial']","['124392', '135508', '135559', '137249']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,17878,REGULAR,0101000020E610000042177B0ACD4153C026DBF91B30724340,"['12TH ST EXPRESSWAY', '12TH STREET NW', 'CONSTITUTION AVENUE NW']","['Local', 'Other Freeway and Expressway', 'Principal Arterial']","['127258', '128237', '128568', '128897', '129038']"
[None],,,,,,2C,Cluster 45,"National Mall, Potomac River",2C01,Ward 2,006202,CENTRAL WASHINGTON,18018,REGULAR,0101000020E6100000D3AB6CDDA94153C0F096FBFE2F724340,"['10TH STREET NW', 'CONSTITUTION AVENUE NW']","['Collector', 'Principal Arterial']","['125958', '128897', '129674']"
