X,Y,CAMERA_ID,ENFORCEMENT,WARD,ANC,SPEED,VENDOR,CAMERA_TYPE,ADDRESS,start_date_x,end_date_x,start_date_y,end_date_y
-77.01918394,38.93473584,38,SPEED SAFETY CAMERA,5-Jan,1A/5A,25,VM,SPEED,3600 BLK PARK PL NW S/B,2018-01-05 05:00:00+00:00,2020-12-17 05:00:00+00:00,2018-01-05 05:00:00+00:00,2020-12-17 05:00:00+00:00
-77.03637317,38.97189565,39,SPEED SAFETY CAMERA,4,4A,25,VM,SPEED,6700 BLK 16TH ST NW N/B,2018-01-05 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-05 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.04162679,38.94622359,40,SPEED SAFETY CAMERA,4,4A,25,VM,SPEED,4600 BLK BLAGDEN AVE NW SW/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.99067447,38.95650052,41,SPEED SAFETY CAMERA,5,5A,25,VM,SPEED,5300 BLK EASTERN AVE NE SE/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.00632118,38.960543,42,SPEED SAFETY CAMERA,4,4B,25,VM,SPEED,5800 BLK NEW HAMPSHIRE AVE NE SW/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.03195957,38.88597539,43,RED LIGHT SAFETY CAMERA,6-Feb,2A/6D,,VM,RED LIGHT OR STOP,14TH ST N/B @ C ST SW,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-76.99386439,38.92199806,44,RED LIGHT SAFETY CAMERA,5,5B/5C,,VM,RED LIGHT OR STOP,RHODE ISLAND AVE SW/B @ REED ST NE,2018-01-05 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-05 05:00:00+00:00,2020-12-20 05:00:00+00:00
-76.96189148,38.86170336,45,SPEED SAFETY CAMERA,7,7B,25,Sensys,SPEED,3100 BLK ALABAMA AVE SE NE/B,2018-01-10 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-10 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.95900177,38.86193067,46,RED LIGHT SAFETY CAMERA,7,7B,,VM,RED LIGHT OR STOP,BRANCH AVE N/B @ ALABAMA AVE SE,2018-01-02 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-02 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.07331159,38.96102518,47,RED LIGHT SAFETY CAMERA,3,3G,,VM,RED LIGHT OR STOP,CONNECTICUT AVE N/B @ MILITARY NW,2018-01-06 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-06 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.07023113,38.90503089,48,RED LIGHT SAFETY CAMERA,2,2E,,VM,RED LIGHT OR STOP,M ST W/B @ WHITEHURST FRWY NW,2018-01-02 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-02 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.08039852,38.94968508,49,RED LIGHT SAFETY CAMERA,3,3E,,VM,RED LIGHT OR STOP,WISCONSIN AVE N/B @ BRANDYWINE NW,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-76.94676151,38.86374977,50,RED LIGHT SAFETY CAMERA,7,7B/7E,,VM,RED LIGHT OR STOP,PENNSYLVANIA E/B @ SOUTHERN AVE SE,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.05151573,38.92353729,51,RED LIGHT SAFETY CAMERA,3,3C,,VM,RED LIGHT OR STOP,CONNECTICUT AVE N/B @ CALVERT ST NW,2018-01-03 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-03 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.03342693,38.96204978,52,RED LIGHT SAFETY CAMERA,4,4A,,VM,RED LIGHT OR STOP,MILITARY RD W/B @ 14TH ST NW,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.00891902,38.90740624,53,RED LIGHT SAFETY CAMERA,6-May,5E/6C,,VM,RED LIGHT OR STOP,NEW YORK AVE SW/B @ N CAPITOL ST NE,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-76.96897111,38.87278843,54,RED LIGHT SAFETY CAMERA,7,7B,,VM,RED LIGHT OR STOP,PENNSYLVANIA AVE SE/B @ 27TH ST SE,2018-01-02 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-02 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.07156103,38.95470049,55,RED LIGHT SAFETY CAMERA,3,3F/3G,,VM,RED LIGHT OR STOP,NEBRASKA AVE NE/B @ FESSENDEN ST NW,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.00906554,38.90021567,56,RED LIGHT SAFETY CAMERA,6,6C/6E,,VM,RED LIGHT OR STOP,N CAPITOL ST S/B @ H ST NW,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.07324994,38.92416698,57,SPEED SAFETY CAMERA,3,3B/3C,25,Sensys,SPEED,2600 BLK WISCONSIN AVE NW S/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.03552645,38.91557997,58,OVERSIZED SAFETY CAMERA,2,2B,,RF,TRUCK,1500 BLK T ST NW E/B,2018-01-03 05:00:00+00:00,2020-07-10 04:00:00+00:00,2018-01-03 05:00:00+00:00,2020-07-10 04:00:00+00:00
-77.01389224,38.93116927,59,SPEED SAFETY CAMERA,5,5A/5E,25,Sensys,SPEED,UNIT BLK IRVING ST NW E/B,2019-12-12 05:00:00+00:00,2020-09-27 04:00:00+00:00,2019-12-12 05:00:00+00:00,2020-09-27 04:00:00+00:00
-77.01535623,38.97061098,60,SPEED SAFETY CAMERA,4,4B,25,VM,SPEED,6600 BLK BLAIR RD NW S/B,2018-11-01 04:00:00+00:00,2020-12-19 05:00:00+00:00,2018-11-01 04:00:00+00:00,2020-12-19 05:00:00+00:00
-77.01466812,38.92640669,61,SPEED SAFETY CAMERA,5-Jan,1B/5E,25,VM,SPEED,100 BLK MICHIGAN AVE NW E/B,2018-03-07 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-03-07 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.02180017,38.95894892,62,SPEED SAFETY CAMERA,4,4B,25,VM,SPEED,600 BLK MISSOURI AVE NW SE/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.97769536,38.89330838,63,SPEED SAFETY CAMERA,6,6A,25,VM,SPEED,1800 BLK C ST NE E/B,2018-02-27 05:00:00+00:00,2020-11-15 05:00:00+00:00,2018-02-27 05:00:00+00:00,2020-11-15 05:00:00+00:00
-77.00057039,38.92859303,64,SPEED SAFETY CAMERA,5,5E,25,VM,SPEED,3100 BLK 4TH ST NE N/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.96174048,38.93387257,65,SPEED SAFETY CAMERA,5,5C,25,VM,SPEED,3600 BLK EASTERN AVE NE SE/B,2018-01-02 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-02 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.00752744,38.94380006,66,SPEED SAFETY CAMERA,5,5A,25,VM,SPEED,4400 BLK CLERMONT DR NE S/B,2018-01-05 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-05 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.98094837,38.90386387,67,SPEED SAFETY CAMERA,5,5D,25,VM,SPEED,1100 BLK BLADENSBURG RD NE NE/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.95931301,38.92413953,68,SPEED SAFETY CAMERA,5,5C,25,VM,SPEED,3200 BLK FORT LINCOLN DRIVE NE S/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.99372545,38.9126674,69,SPEED SAFETY CAMERA,5,5C/5D,25,VM,SPEED,600 BLK NEW YORK AVE NE E/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.95906002,38.92107833,70,SPEED SAFETY CAMERA,5,5C,25,VM,SPEED,2200 BLK SOUTH DAKOTA AVE NE SE/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.99372545,38.9126674,71,SPEED SAFETY CAMERA,5,5C/5D,25,VM,SPEED,600 BLK NEW YORK AVENUE NE W/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.92045071,38.90153391,72,SPEED SAFETY CAMERA,7,7C,25,VM,SPEED,800 BLK EASTERN AVE NE E/B,2018-02-12 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-02-12 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.95082186,38.8605848,73,SPEED SAFETY CAMERA,7,7B,25,VM,SPEED,3700 BLK SOUTHERN AVE SE SW/B,2018-02-28 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-02-28 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.93960507,38.90638779,74,SPEED SAFETY CAMERA,7,7D,25,VM,SPEED,1400 BLK KENILWORTH AVE NE S/B,2018-01-04 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-04 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.95977603,38.86606634,75,SPEED SAFETY CAMERA,7,7B,25,VM,SPEED,1900 BLK BRANCH AVE SE N/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.94837018,38.89894777,76,SPEED SAFETY CAMERA,7,7D,25,VM,SPEED,600 BLK KENILWORTH AVE NE S/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.99449038,38.86040867,77,SPEED SAFETY CAMERA,8,8C,25,VM,SPEED,2500 BLK MARTIN LUTHER KING AVE SE,2018-03-02 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-03-02 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.98113923,38.8369527,78,SPEED SAFETY CAMERA,8,8E,25,VM,SPEED,1400 BLK SOUTHERN AVE SE SW/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-76.97645341,38.84060901,79,SPEED SAFETY CAMERA,8,8E,25,VM,SPEED,1900 BLK SOUTHERN AVE SE NE/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
